Database of Agriculture from Mediterranean-Basin and Europe (DAME);;;;;;;;;;;;
Decision-Making Table;;;;;;;;;;;;
Country;Administrative Level;Source Crop;Decision;Std Crop;Crop Subgroup;Crop Group;Area Type;Unit transformation;Source Units;Yield Data Availability;Production Data Availability;Source Data
Spain;3;Naranja Vernas;Group and Sum;late orange;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;Naranja Valencia late;Group and Sum;late orange;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;MANDARINO - Satsumas;Keep and rename;satsuma;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;MANDARINO - Clementinas;Keep and rename;clementine;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;MANDARINO - Otras mandarinas;Keep and rename;mandarin;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;LIMONERO - Verna;Keep and rename;verna lemon;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;LIMONERO - Mesero;Keep and rename;mesero lemon;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;LIMONERO - Otros limones;Keep and rename;other lemon;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;MANZANO - para sidra;Keep and rename;apple cider;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;MANZANO - Starking;Keep and rename;apple starking delicious;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;MANZANO - Golden delicius;Keep and rename;apple golden;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;MANZANO - Otras variedades;Keep and rename;apple other;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;PERAL - Limonera;Keep and rename;pear guyot;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;PERAL - Ercolini;Keep and rename;pear ercolini;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;PERAL - Blanquilla;Keep and rename;pear blanquilla;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;PERAL - Otras variedades;Keep and rename;pear other;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;NÍSPERO;Keep and rename;medlar;pome fruits;fruit trees;Sown Area;Original;hectares;yes;yes;116
Spain;3;MEMBRILLO;Keep and rename;quince;pome fruits;fruit trees;Sown Area;Original;hectares;yes;yes;116
Spain;3;OTROS FRUTALES DE PEPITA;Drop;;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;CHUMBERA;Keep and rename;prickly pear;other fruits;fruit trees;Sown Area;Original;hectares;yes;yes;116
Spain;3;OTROS FRUTALES DE FRUTO CARNOSO NO CÍTRICOS;Drop;;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;CASTAÑO;Keep and rename;chestnut;nuts fruits;fruit trees;Sown Area;Original;hectares;yes;yes;116
Spain;3;VIÑEDO;Drop;;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;VIÑEDO DEDICADO A UVA DE MESA - Uva de mesa en cultivo único;Drop;;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;VIÑEDO DEDICADO A UVA DE MESA - Uva de mesa en cultivo asociado;Drop;;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;VINO - Blancos;Drop;;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;VINO - Rosados;Drop;;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;VINO - Total;Drop;;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;VINO - Vino DOP;Drop;;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;VINO - Vino IGP;Drop;;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;VINO - Vinos Varietales;Drop;;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;VINO - Otros Vinos;Drop;;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;VINO - Tintos y rosados;Drop;;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;MORERA;Keep and rename;blackberries;;;Sown Area;Original;hectares;yes;yes;116
Spain;3;OTROS CULTIVOS LEÑOSOS OTROS;Drop;;;;Sown Area;Original;hectares;yes;yes;116
Algeria;3;Cultures herbacées;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;Terres au repos;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;Prairies naturelles;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;Vignes;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;Plantations arbres fruit;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;TOTAL S.A.U;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;Pacages & parcours;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;Terres improductives;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;TOTAL S.A.T;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;Jachères fauchées;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;Jachères paturées;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;Jachères travaillèes au printemps;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;TOTAL Jachères;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;Céréales d'hiver;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;Céreales d'été;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;Légumes secs;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;Fourrages artificiels;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;Cultures industrielles;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;Cultures maraîchères;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;Autres cultures;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;TOTAL CULTURES HERBACEES;Drop;;;;Sown Area;Original;hectares;no;no;9
Algeria;3;BLE DUR;Keep and rename;durum wheat;wheat;cereals;Sown Area;Original;hectares;yes;yes;9
Algeria;3;BLE TENDRE;Keep and rename;common wheat;wheat;cereals;Sown Area;Original;hectares;yes;yes;9
Algeria;3;ORGE;Keep and rename;barley;barley;cereals;Sown Area;Original;hectares;yes;yes;9
Algeria;3;AVOINE;Keep and rename;oats;oats;cereals;Sown Area;Original;hectares;yes;yes;9
Algeria;3;TRITICALE;Keep and rename;triticale;triticale;cereals;Sown Area;Original;hectares;yes;yes;9
Algeria;3;TOTAL CEREALES D'HIVER;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;MAIS;Keep and rename;maize;maize;cereals;Sown Area;Original;hectares;yes;yes;9
Algeria;3;SORGHO;Keep and rename;sorghum;sorghum;cereals;Sown Area;Original;hectares;yes;yes;9
Algeria;3;TOTAL CEREALES D'ETE;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;TOMATES INDUSTRIELLES;Group and Sum;tomato;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;TABAC;Keep and rename;tobacco;other industrial crops;industrial crops;Sown Area;Original;hectares;yes;yes;9
Algeria;3;ARACHIDES;Keep and rename;groundnut;oilseeds;industrial crops;Sown Area;Original;hectares;yes;yes;9
Algeria;3;AUTRES CULT. INDUST;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;TOTAL INDUSTRIAL CROPS;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Fèves-féveroles;Keep and rename;dry faba beans;legumes;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Pois secs;Keep and rename;dry peas;legumes;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Lentilles;Keep and rename;lentils;legumes;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Pois chiches;Keep and rename;chickpeas;legumes;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Haricots secs;Keep and rename;kidney beans;legumes;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Gesses et guerfalas;Drop;;legumes;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;TOTAL LEGUMES;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;POMMES DE TERRE;Drop;;tubers and rooting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;TOMATES INDUSTRIELLES;Group and Sum;tomato;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;POIVRONS;Drop;;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;ARTICHAUTS;Drop;;flowering vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;HARICOTS;Drop;;legumes;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;AUBERGINES;Drop;;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;PIMENTS;Drop;;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;COURGETTES;Drop;;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;PETITS POIS;Drop;;legumes;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;ENSEMBLE;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;TOMATES SOUS SERRES;Drop;;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;PIMENTS SOUS SERRES;Drop;;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;POIVRONS SOUS SERRES;Drop;;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;CONCOMBRES SOUS SERRES;Drop;;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;AUBERGINES SOUS SERRES;Drop;;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;HARICOTS VERTS SOUS SERRES;Drop;;legumes;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;COURGETTES SOUS SERRES;Drop;;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;MELONS PASTEQUES SOUS SERRES;Drop;;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;AUTRES LEGUMES SOUS SERRES;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;TOTAL LEGUMES SOUS SERRES;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;POMME DE TERRE;Keep and rename;potato;tubers and rooting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;TOMATES;Group and Sum;tomato;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;OIGNONS;Keep and rename;onion;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;AILS;Keep and rename;garlic;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;MELONS PASTEQUES;Keep and rename;melon;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;CAROTTES;Keep and rename;carrot;tubers and rooting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;PIMENTS;Keep and rename;chili pepper;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;POIVRONS;Keep and rename;bell pepper;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;CONCOMBRES SOUS SERRES;Keep and rename;cucumber;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;COURGETTES;Keep and rename;courgette;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;AUBERGINES;Keep and rename;eggplant;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;ARTICHAUTS;Keep and rename;artichoke;flowering vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;CHOUX VERTS;Keep and rename;cabbage;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;CHOUX FLEURS;Keep and rename;cauliflower;flowering vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;NAVETS;Keep and rename;turnip;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;FEVES VERTES;Keep and rename;faba beans;legumes;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;HARICOTS VERTS;Keep and rename;green beans;legumes;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;PETITS POIS;Keep and rename;green peas;legumes;vegetables;Sown Area;Original;hectares;yes;yes;9
Algeria;3;AUTRES LEGUMES;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;TOTAUX LEGUMES;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;POMMES DE TERRE PRIMEURS;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;POMMES DE TERRE SAISON;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;POMMES DE TERRE ARRIERE SAISON;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;POMMES DE TERRE TOTAL;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;PRAIRIES NATURELLES;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;JACHERES FAUCHEES;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;TOTAL FOURRAGES NATURELS;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;FOURRAGE VESCE AVOINE;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;LUZERNE;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;CEREAL RECONVERT;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;DIVERS;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;TOTAL FOURRAGES CONSOMMES EN SEC;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Mais-Sorgho;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Orge, Avione et Seigle en vert;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Trêfle et luzerne;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Autres fourrages consommes en vert ou ensiles;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Fourrages en sec et en vert;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Total fourrages;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Céréales d'été irriguées;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Céréales d'hiver irriguées;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Cultures Fruitières;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Cultures Maraichères irriguées;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Cultures Indust.;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Vignes;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Divers;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;OLIVIERS;Keep and rename;olive groves;olive groves;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;PALMIERS DATTIERS;Keep and rename;date palm;other subtropical fruits;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;AGRUMES;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;FIGUIERS;Keep and rename;fig;other fruits;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;ESPECES A NOYAUX ET/OU A PEPINS;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;SUPERFICIE TOTALE PLANTATIONS PERMANENTES;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;ORANGERS;Keep and rename;sweet orange;citrus fruits;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;CLEMENTINIERS;Keep and rename;clementine;citrus fruits;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;MANDARINIERS;Keep and rename;mandarin;citrus fruits;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;CITRONNIERS;Keep and rename;lemon;citrus fruits;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;POMELOS;Keep and rename;pomelo;citrus fruits;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;TOTAL AGRUMES;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;VIGNES A VINS;Keep and rename;vineyards for wine;vineyards;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;VINGES DE TABLE;Keep and rename;vineyards for table grapes;vineyards;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;VIGNES A RAISIN DE SECHAGE;Keep and rename;vineyards for raisin;vineyards;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Abricots;Keep and rename;apricot;stone fruits;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Amandes;Keep and rename;almond;stone fruits;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Caroubes;Keep and rename;carob;stone fruits;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Cerises;Keep and rename;cherries;stone fruits;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Coings;Keep and rename;quince;pome fruits;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Granades;Keep and rename;pomegranate;pome fruits;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Nèfles;Keep and rename;loquat;pome fruits;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Pêches;Keep and rename;peach;stone fruits;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Poires;Keep and rename;pear;pome fruits;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Pommes;Keep and rename;apple;pome fruits;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Prunes;Keep and rename;plum;stone fruits;fruit trees;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Autres noyaux ou à pepins;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Algeria;3;Total noyaux ou à pepins;Drop;;;;Sown Area;Original;hectares;yes;yes;9
Austria;2;Orchards in total;Drop;;;;Sown Area;Original;hectares;yes;yes;10
Austria;2;Apples;Keep and rename;apple other;pome fruits;fruit trees;Sown Area;Original;hectares;yes;yes;10
Austria;2;thereof Gala;Keep and rename;apple gala;;;Sown Area;Original;hectares;yes;yes;10
Austria;2;thereof Golden Delicious;Keep and rename;apple golden;;;Sown Area;Original;hectares;yes;yes;10
Austria;2;thereof Topaz;Keep and rename;apple topaz;;;Sown Area;Original;hectares;yes;yes;10
Austria;2;Pears;Keep and rename;pear other;pome fruits;fruit trees;Sown Area;Original;hectares;yes;yes;10
Austria;2;thereof Williams Christbirne;Keep and rename;pear williams;;;Sown Area;Original;hectares;yes;yes;10
Austria;2;Quinces;Keep and rename;quince;stone fruits;fruit trees;Sown Area;Original;hectares;yes;yes;10
Austria;2;Apricots;Keep and rename;apricot;stone fruits;fruit trees;Sown Area;Original;hectares;yes;yes;10
Austria;2;thereof Klosterneuburger Marille1;Keep and rename;apricot Klosterneuburger Marille1;;;Sown Area;Original;hectares;yes;yes;10
Austria;2;Peaches and nectarines;Keep and rename;peach and nectarine;stone fruits;fruit trees;Sown Area;Original;hectares;yes;yes;10
Austria;2;thereof Redhaven;Drop;;;;Sown Area;Original;hectares;yes;yes;10
Austria;2;Cherries and sour cherries;Keep and rename;cherries;stone fruits;fruit trees;Sown Area;Original;hectares;yes;yes;10
Austria;2;Plums;Keep and rename;plum;stone fruits;fruit trees;Sown Area;Original;hectares;yes;yes;10
Austria;2;thereof Toptaste;Drop;;;;Sown Area;Original;hectares;yes;yes;10
Austria;2;Berries;Drop;;;;Sown Area;Original;hectares;yes;yes;10
Austria;2;thereof Strawberries;Keep and rename;strawberry;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;10
Austria;2;thereof Aronia;Keep and rename;chokeberries;berries;fruit trees;Sown Area;Original;hectares;yes;yes;10
Austria;2;thereof Blueberries;Keep and rename;blueberries;berries;fruit trees;Sown Area;Original;hectares;yes;yes;10
Austria;2;Elderberries;Keep and rename;elderberries;berries;fruit trees;Sown Area;Original;hectares;yes;yes;10
Austria;2;Nuts;Drop;;;;Sown Area;Original;hectares;yes;yes;10
Austria;2;thereof Walnuts;Keep and rename;walnut;nuts fruits;fruit trees;Sown Area;Original;hectares;yes;yes;10
Austria;2;Other;Drop;;;;Sown Area;Original;hectares;yes;yes;10
Austria;2;Broccoli;Keep and rename;broccoli;flowering vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Chinese cabbage;Group and Sum;cabbage;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Fennel (Florence fennel);Keep and rename;fennel;aromatic and medicinal herbs;industrial crops;Sown Area;Original;hectares;yes;yes;11
Austria;2;Garden beans (French beans);Keep and rename;green beans;legumes;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Green peas;Keep and rename;green peas;legumes;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Cucumbers Gherkins;Group and Sum;cucumber;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Salad cucumbers, field cucumbers;Group and Sum;cucumber;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Runner beans;Keep and rename;runner beans;legumes;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Cauliflower;Keep and rename;cauliflower;flowering vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Carrots;Keep and rename;carrot;tubers and rooting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Garlic;Keep and rename;garlic;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Knob celery;Keep and rename;celery;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Kale and Savoy cabbage;Keep and rename;savoy cabbage;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Kohlrabi;Keep and rename;kohlrabi;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Brussels sprouts;Keep and rename;brussels sprouts;flowering vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Cabbage (white) for storage and fresh consumption;Group and Sum;white cabbage;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Cabbage for processing;Group and Sum;white cabbage;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Red cabbage;Keep and rename;red cabbage;leafy/shooting/bulbous vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;horse radish;Keep and rename;horse radish;tubers and rooting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Mushrooms;Drop;;;;Sown Area;Original;hectares;yes;yes;11
Austria;2;Eggplants;Keep and rename;eggplant;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Melons;Keep and rename;melon;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Capsicum coloured (incl. Capia);Group and Sum;bell pepper;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Capsicum green;Group and Sum;bell pepper;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Parsley;Group and Sum;parsley;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
Austria;2;Root parsley;Group and Sum;parsley;aromatic and medicinal herbs;industrial crops;Sown Area;Original;hectares;yes;yes;11
Austria;2;Chilli peppers (Capsicum);Keep and rename;chili pepper;fruiting vegetables;vegetables;Sown Area;Original;hectares;yes;yes;11
